Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
Sbragia Family Vineyards,http://www.sbragia.com/wine-club/,https://www.facebook.com/sbragiafamily?fref=nf,https://twitter.com/sbragiafamily,http://instagram.com/sbragiafamilyvineyards,http://www.pinterest.com/sbragiafamily/,http://www.sbragia.com/images/logo-horiz.png,https://scontent-ord1-1.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10635909_10152423853577555_2621198873690932497_n.jpg?oh=b94063911d74bc81f542182b389924b2&oe=565CF4A5,9990 Dry Creek Road,Geyserville,CA,95441,,707-473-2992,Yes,,Yes,Yes,Yes,http://www.sbragia.com,info@sbragia.com,20.00,No,10:30,17:00,,"Sbragia Family Vineyards is a family-owned winery known for their small lot, single vineyard designate wines made in a big, rich, and polished style. Open to the public daily."
Schug Carneros Estate Winery,http://www.schugwinery.com/Wine-Club/,https://www.facebook.com/SchugCarnerosEstate/timeline,https://twitter.com/SchugWinery,https://instagram.com/schugwinery/,https://www.pinterest.com/SchugWinery/,http://www.schugwinery.com/_images/logo.png,https://scontent-iad3-1.xx.fbcdn.net/hphotos-xpt1/v/t1.0-9/11037176_10153046571332149_932328372929463773_n.jpg?oh=dc81093eda1ce9b165b74daa61b26928&oe=56A467A0,602 Bonneau Road,Sonoma,CA,95476,,707-939-9363,,Yes,Yes,,Yes,http://www.schugwinery.com,info@schugwinery.com,10.00,No,10:00,17:00,,"Founded in 1980 by Walter Schug, Schug is a globally recognized producer of Pinot Noir and Chardonnay, nestled in the hills of the cool climate Carneros appellation. Open daily. Groups of 6 or more require advance reservations."
Scribe Winery,http://store.scribewinery.com/?method=pages.showPage&PageID=543F84B8-D289-EDCE-246C-99806FB53C84&originalMarketingURL=Scribe-Viticultural-Society,https://www.facebook.com/scribewinery?fref=ts,https://twitter.com/scribewinery,https://instagram.com/scribewinery/,,http://canyoncinema.com/wp-content/uploads/2011/09/PrimaryLogo-300x181.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/ov_v1K_2IqXqkxgKKE-NVQ/348s.jpg,2300 Napa Road,Sonoma,CA,95476,,707-939-1858,,,Yes,Yes,Yes,http://www.scribewinery.com,info@scribewinery.com,,Yes,,,,"Located on the Southern tip of Sonoma, SCRIBE winery is a sustainably-farmed winery perched on top of a grassy hill overlooking its lush and vibrant estate vineyard. They specialize in small production Chardonnay, Riesling, Cabernet Sauvignon, Pinot Noir, Syrah, and other wines. Open daily by appointment."
Sebastiani Vineyards & Winery,http://www.sebastiani.com/Wine-Club/Wine-Club-Benefits,https://www.facebook.com/sebastianiwines?fref=photo,https://twitter.com/SebastianiWines,https://instagram.com/sebastianiwines/,,http://www.sebastiani.com/assets/client/Image/Visit-Us/logo.png,https://scontent-iad3-1.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1978750_10155733127805331_3105608197530268347_n.jpg?oh=a98d31b0e81464ef053c015a122e06eb&oe=565D1CC9,389 4th Street East,Sonoma,CA,95476,,707-933-3230,Yes,Yes,Yes,Yes,Yes,http://www.sebastiani.com,tastingroom@sebastiani.com,10.00,No,11:00,17:00,,"With over a century of wine- making experience in Sonoma, Sebastiani Vineyards & Winery focuses on crafting small lots of super-premium wines from Sonoma County. In addition to the tasting bar, we also have additional special tasting experiences that delve deeper into wine history, food and wine pairing, winemaking techniques and the culture of wine. Open daily."
Seghesio Family Vineyards,http://www.seghesio.com/Wine-Club,https://www.facebook.com/seghesio/timeline,https://twitter.com/seghesio,https://instagram.com/seghesio/,,http://www.crimsonwinegroup.com/assets/client/File/assets/Seghesio/SeghLogo-copy.jpg,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-30.jpg?itok=D5EPpjfj,700 Grove Street,Healdsburg,CA,95448,,707-433-3579,Yes,,Yes,Yes,Yes,http://www.seghesio.com,info@seghesio.com,15.00,No,10:00,17:00,,"Edoardo Seghesio planted his first Zinfandel vineyard in Sonoma County’s Alexander Valley in 1895. Since then, four generations of the Seghesio family have tended over 400 acres of vineyards in Alexander, Dry Creek and Russian River Valleys. True to Edoardo’s vision, Seghesio Family Vineyards produces award-winning Zinfandel and Italian varietals at the hands of Winemaker Ted Seghesio. The tasting room is located just blocks from the downtown Healdsburg Plaza and is open daily year round. Guests to the historic Healdsburg winery enjoy daily tastings, weekend wine and food pairings, special events, picnics and bocce."
Selby Winery,https://www.selbywinery.com/wine-club/,https://www.facebook.com/SelbyWinery/timeline,https://twitter.com/SelbyWinery,https://instagram.com/selbywinery/,,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfp1/v/t1.0-9/525836_10150922257151544_1472091162_n.jpg?oh=724f0790ddb44f6dffab576ccbedf69f&oe=5699AAFE,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xpt1/v/t1.0-9/11267215_10153378886346544_6929472399375491592_n.jpg?oh=6f8d0b0eeedecf35f07b3f6ba7ef919d&oe=56634F5F,215 Center Street,Healdsburg,CA,95448,,707-431-1288,,,Yes,Yes,,http://www.selbywinery.com,tastingroom@selbywinery.com,,No,11:00,17:30,,"Selby Winery, located in Healdsburg, California, produces world-class wines which are hand-crafted by owner and winemaker, Susie Selby. The winery was founded in 1993 by Susie and her late father, Dr. David Selby. Selby Winery focuses on the ""best of Sonoma County"" using premier varietals from Russian River Valley, Dry Creek Valley and Alexander Valley. Selby Winery produces an eclectic array of award winning wines including Chardonnay, Sauvignon Blanc Pinot Noir, Zinfandel, Malbec, Cabernet, and Rose."
Sheldon Wines,http://www.sheldonwines.com/the-sippy-club/,https://www.facebook.com/sheldonwines,,,,http://cdn2.bigcommerce.com/n-pktq5q/121dzuuq/product_images/logo_1402521413__28263.png,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xaf1/v/t1.0-9/285080_10150328643505590_305458_n.jpg?oh=df084abe37378abb2606ecff2615f6a7&oe=569B1F4B,1301 Cleveland Avenue,Santa Rosa,CA,95401,,707-865-6755,,,Yes,Yes,,http://www.sheldonwines.com,info@sheldonwines.com,,No,12:00,18:00,,"A Micro-Winery offering unfiltered and unfined wine.  Hand-harvested, foot-stomped, basket-pressed, hand-bottled and hand-labeled wine. Open Friday thru Sunday. Winter months we recommend you make an appointment. "
Shippey Vineyards at Hudson Street Wineries,http://www.hudsonstreetwineries.com/wine-club,https://www.facebook.com/Shippey-Vineyards-243243832354832/timeline/,,https://instagram.com/shippey.vineyards/,,http://www.shippeyvineyards.com/images/SVBanner3.jpg,http://sonomapassport.com/wp-content/uploads/2014/07/Hudson-Street-Wineries.jpg,428 Hudson Street,Healdsburg,CA,95448,,707-433-2364,,,,,Yes,http://www.shippeyvineyards.com,info@hudsonstreetwineries.com,10.00,No,11:00,17:00,,"Shippey Vineyards makes big wines in small batches. Our family vineyards are tucked away in the hills above the Dry Creek Valley, where the hillside sun exposure and limited groundwater help to create Petite Sirah & Zinfandel with intense concentrated flavors and delicious aromas. Located at the Hudson Street Wineries. Thursday thru Monday, 11 a.m. to 5 p.m."
Shone Farm Tasting Room,,,,,,,,1305 Cleveland Avenue,Santa Rosa,CA,95401,,707-887-8220,,,,,,http://www.shonefarm.com/winery,winery@santarosa.edu ,,,,,,"Santa Rosa Junior College’s Shone Farm Winery was founded in 2008 and operates under the auspices of the Shone Farm Foundation, an auxiliary organization of the College. The winery utilizes state-of-the-art equipment and winemaking procedures to ensure the production of premium wines indicative of the Russian River appellation. The wines are now available for tasting at the Wineyard Tasting Room at 1305 Cleveland Avenue in Santa Rosa."
Siduri Wines,http://siduri.com/wine-club/,https://www.facebook.com/Siduriwines?fref=ts,https://twitter.com/SiduriWines,https://instagram.com/siduriwines/,,http://siduri.com/wp-content/themes/siduri/images/sidhuri-logo.png,http://siduri.com/wp-content/uploads/2013/10/siduri-about-us-background.jpg,"981 Airway Court, Suites E & F",Santa Rosa,CA,95403,,707-578-3882,,Yes,Yes,,,http://www.siduri.com,vino@siduri.com,,Yes,10:00,16:00,,"Siduri produces single vineyard Pinot Noir from 20 different vineyards stretching from Santa Barbara north to Oregon’s Willamette Valley. We have been fortunate enough to establish relationships with top tier growers/vineyards. All of our Pinot Noir is produced unfiltered and unfined in an effort to maximize the expression of these very diverse sites. We invite you to visit our ""warehouse winery"" for a tour and tasting of our Siduri and Novy Family Wines! Open daily by appt 10am-3pm. Tasting are complementary for groups 7 or smaller. Groups larger than 7 require a tasting fee that is refundable with purchase."
Sigh,http://www.sighsonoma.com/#,https://www.facebook.com/sighsonoma/timeline,https://twitter.com/sighsonoma,,,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfa1/v/t1.0-9/482087_176438712487866_1600470987_n.jpg?oh=000fd655203a5cf7e43044038a95239e&oe=566CABE5,https://sonomaplaza.com/wp-content/uploads/sigh-sonoma-1.jpg,"29 East Napa Street, Suite C",Sonoma,CA,95476,,707-996-2444,,,,Yes,,http://www.sighsonoma.com,jayme@sighsonoma.com,,No,12:00,20:00,,"On the plaza down Vine Alley in Sonoma Court Shops is SIGH, Sonoma’s first and only Champagne and sparkling wine bar! With a rotating list of 25-plus bottles from all over the world, we believe that every day can be an occasion to open a bottle and celebrate the beauty of Champagne and sparkling wine. Open daily; closes early at 7pm Monday thru Thursday and at 6pm on Sunday"
Silver Oak Cellars,,http://www.facebook.com/SilverOakCellars,http://twitter.com/Silveroak,http://instagram.com/silveroakcellars,http://pinterest.com/silveroakwines/,http://www.silveroak.com/content/downloads/assets/files/logos/SOArchText.jpg,http://www.silveroak.com/content/downloads/assets/files/photos/Picture%20029.jpg,24625 Chianti Road,Geyserville,CA,95441,,707-942-7026,,Yes,Yes,Yes,,http://www.silveroak.com,tours@silveroak.com,20.00,No,10:00,17:00,,"Silver Oak's Alexander Valley Cabernet Sauvignon is produced at our picturesque Geyserville, CA winery, set amid the rolling hills of northern Sonoma County. This winery is a favorite destination for wine lovers, who return season after season to taste Silver Oak's newest Cabernet Sauvignon releases. Each Tasting includes either a Silver Oak logo glass, or a $10 credit towards the purchase of either Current Release Cabernet. Open daily; opens late at 11am on Sunday. We are closed some holidays. Tours are available Daily at 1:00 pm. "
Simi Winery,http://www.simiwinery.com/Wine-Club,https://www.facebook.com/simiwinery?fref=ts,https://twitter.com/SimiWinery,https://instagram.com/simiwinery/, ,http://m.simiwinery.com/assets/images/logo.png,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfa1/v/t1.0-9/11813271_883738245031495_4087750985889881372_n.jpg?oh=fd72d59cb718788e03373443c57bbbbb&oe=569E1845,16275 Healdsburg Avenue,Healdsburg,CA,95448,,800-746-4880,Yes,Yes,Yes,,Yes,http://www.simiwinery.com,customerservice@SIMIwinery.com,10.00,No,10:00,17:00,,Find out why SIMI wines have won the hearts of wine lovers every year since 1876. Enjoy a broad sampling of your favorite Sonoma County and Alexander Valley wines SIMI has to offer with a walk-in tasting at our Healdsburg tasting room. Wine tastings are complimentary for our Wine Club members. Open daily.
Simoncini Vineyards,https://www.simoncinivineyards.com/join/,,,,,http://www.simoncinivineyards.com/wp-content/themes/simoncini/images/simoncini-header-1.png,http://www.simoncinivineyards.com/wp-content/uploads/2012/12/280.jpg,2303 West Dry Creek Road,Healdsburg,CA,95448,,707-433-8811,,Yes,,,,http://www.simoncinivineyards.com,SimonciniVineyards@yahoo.com,,Yes,11:00,17:00,,"Simoncini Vineyards is a small, family owned winery established in 2002 with roots in Sonoma County dating back to 1907. We source our Chardonnay, Sauvignon Blanc, Viognier, Pinot Noir, Cabernet Sauvignon and Zinfandel grapes from vineyards in Dry Creek Valley, Russian River Valley, Alexander Valley and Rockpile. Our limited production wines are available only to our wine club members and direct from the winery.

We are open for tastings by invitation and appointment Thursday through Sunday 11:00 am to 5:00 pm. "
Skewis Wines,https://www.skewis.com/order/index.asp,,,,,http://www.skewis.com/logo.gif,https://s3.amazonaws.com/winecountry-media/wp-content/uploads/sites/5/2015/05/Skewis-wines-tasting-room-1024x768.jpg,57 Front Street,Healdsburg,CA,95448,,707-431-2160,,,,,,http://www.skewiswines.com,PinotNoir@skewiswines.com ,,No,11:00,17:00,,"Hank and Maggie Skewis founded Skewis Wines with the intention of producing high quality, vineyard designated Pinot Noirs from The North Coast region of California. Open Saturday and Sunday and by appointment"
Skipstone Ranch at Ma(i)sonry Napa Valley,,https://www.facebook.com/Skipstone-139121419224/timeline/,http://www.skipstoneranch.com/twitter/,,,http://www.beauwinetours.com/wp-content/uploads/2013/11/skipstone-ranch.jpg,http://www.snippetandink.com/wp-content/uploads/2013/01/1-josevilla-maisonry.jpg,6711 Washington Street,Yountville,CA,94599,,707-944-0889,,,,,,http://www.skipstoneranch.com,info@skipstoneranch.com,,No,10:30,17:30,,Skipstone is a 200 acre estate tucked between two stunning hillsides in the mountains above Alexander Valley. Our winemaking team is uncompromising in our standards of sustainability and our treatment of the land. Skipstone wines are available for tasting exclusively at Ma(i)sonry Napa Valley.
Small Vines Wines,https://smallvines.com/register,https://www.facebook.com/Small-Vines-Wines-73564208353/timeline/,https://twitter.com/SmallVines,http://instagram.com/smallvines,http://www.pinterest.com/kathryn1669,https://smallvines.com/wp-content/themes/smallvines/images/SmallVines_website_logo_sm.png,https://smallvines.com/wp-content/uploads/2015/02/IMG_1337-1024x683.jpg,Contact Us Directly,Sebastopol,CA,95472,,707-823-0886,,Yes,Yes,,,http://www.smallvines.com,info@smallvines.com,45.00,Yes,10:00,16:00,,"Small Vines makes limited production, world-class wines from the Russian River and Sonoma Coast AVA's. Intimate, private tasting experiences are available at an unlisted address in Sebastopol - to active mailing list members - by advance appointment only. Tastings are complimentary with a minimum three-bottle/per person purchase- otherwise it is $45 per guest. "
Soda Rock Winery,http://www.sodarockwinery.com/our-clubs/,https://www.facebook.com/Soda-Rock-Winery-124978620913895/timeline/,https://twitter.com/SodaRockWinery,,,http://www.conciergealliancenv.com/Resources/Pictures/Updated%20Soda%20Rock%20Logo.jpg,http://www.alongthewineroad.com/wp-content/uploads/2015/01/soda_rock.jpg,8015 Hwy 128,Healdsburg,CA,95448,,707-433-3303,,Yes,Yes,Yes,Yes,http://www.sodarockwinery.com,info@sodarockwinery.com,,No,11:00,17:00,,"Nestled in Sonoma County’s scenic Alexander Valley, Soda Rock Winery offers an array of wines with a focus on Bordeaux varietals. Our picnic grounds give you a gorgeous view of Alexander Valley. Four suites are available on site for a relaxing stay in the vineyard. Open daily."
Sojourn Cellars,,https://www.facebook.com/sojourncellars/timeline/,https://twitter.com/sojourncellars,https://instagram.com/sojourn_cellars/,,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-Sojourn-Cellars-stacked-logo.png?itok=BHgEuFsT,http://media-cdn.tripadvisor.com/media/photo-s/06/f0/d4/cb/sojourn-cellars.jpg,141 East Napa Street,Sonoma,CA,95476,http://www.sojourncellars.com/visit-us,707-938-7212,,,,Yes,,http://www.sojourncellars.com,salon@sojourncellars.com,35.00,Yes,10:00,17:00,,"Located just steps from the historic plaza, Sojourn Cellars offers a seated tasting experience featuring flights of our highly acclaimed Chardonnay, Pinot Noir & Cabernet in a relaxed, intimate setting. Presented in side-by-side format, our comparative tasting allows guests to experience the nuances and distinctive qualities in our portfolio of vineyard sites from the Sonoma Coast, Russian River, and Napa Valley appellations. Open daily by appointment.  Allow 60 minutes for your tasting experience. "
Sonoma Coast Vineyards,,https://www.facebook.com/Sonoma-Coast-Vineyards-234175709615/timeline/,,https://instagram.com/sonomacoastvineyards/,,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xpf1/v/t1.0-9/1515009_10152553032394616_844065800_n.jpg?oh=fe1aef0a389c7f3fd1ce90eb5f10c7a1&oe=56A69C32,http://www.sonomacoastvineyards.com/static/images/content/scv-tasting-room.jpg,555 Highway 1,Bodega Bay,CA,94923,http://www.sonomacoastvineyards.com/tasting-room-form,707-921-2860,Yes,,Yes,Yes,,http://www.sonomacoastvineyards.com,,20.00,No,10:30,18:00,,"Sonoma Coast Vineyards produces handcrafted wines from the Extreme Sonoma Coast, a unique cold-climate growing area west of the Russian River Valley and a mere five miles from the Pacific Ocean.  Close time changes with the season."
Sonoma House at Patz & Hall,https://www.patzhall.com/JoinSalon/,https://www.facebook.com/PatzHall/timeline,https://twitter.com/PatzHall,https://instagram.com/patzhall/,,https://www.patzhall.com/assets/images/v2/logo.png,http://www.pressdemocrat.com/csp/mediapool/sites/dt.common.streams.StreamServer.cls?STREAMOID=TJXAGos5HizlEkWUmK8rQs$daE2N3K4ZzOUsqbU5sYsfrTSHKAjPvWglRS1iqRzBWCsjLu883Ygn4B49Lvm9bPe2QeMKQdVeZmXF$9l$4uCZ8QDXhaHEp3rvzXRJFdy0KqPHLoMevcTLo3h8xh70Y6N_U_CryOsw6FTOdKL_jpQ-&CONTENTTYPE=image/jpeg,21200 8th Street East,Sonoma,CA,95476,https://www.cellarpass.com/patz-and-hall-sonoma-profile?w=1,707-265-7700,Yes,,,,,http://www.patzhall.com/,info@patzhall.com,30.00,Yes,10:00,16:00,,"Located just north of the Eighth Street wineries, within biking distance of Sonoma Square and the shops of downtown Sonoma, The Sonoma House at Patz & Hall offers our visitors a one-of-a-kind wine tasting experience. Our new home offers the opportunity to relax as you look out over our estate vineyards tucked along the edge of the Mayacamas Mountains while enjoying our acclaimed Chardonnays and Pinot Noirs. Open Thursday-Monday by appointment"
Sonoma Portworks,http://portworks.com/port-club/,https://www.facebook.com/SVPortworks?fref=photo,,https://instagram.com/sonomaportworks/,http://shop.portworks.com/PURCHASE/PORT-SHERRY-APERITIF-GRAPPA,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfa1/t31.0-8/s960x960/10974197_10152793975507535_2777854173240956694_o.jpg,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xlf1/v/t1.0-9/10534391_10152313545652535_6655026808595782451_n.jpg?oh=4870dc37a2d2cbfaa945c3cb8443d3d3&oe=56AAA1B7,613 2nd Street,Petaluma,CA,94952,,707-769-5203,Yes,,Yes,Yes,,http://www.portworks.com,info@portworks.com,,No,12:00,17:00,,"Sonoma Portworks is the only winery in Sonoma County that specializes in ports and after-dinner wines, and one of only a handful in the entire state. As a pioneer in the industry, we like to discover what’s possible—whether that means using an unusual grape to make a port or creating unique flavor combinations in our after-dinner wines. Our tasting room is one of Petaluma's hidden gems. We're located in the old Foundry Wharf building along the Petaluma River, just south of downtown. Open Thursday thru Monday. "
Sonoma Wine Shop,,,,,,,,412 First Street East,Sonoma,CA,95476,,707-996-1230,,,,,,http://www.sonomawineshop.com,,,No,11:00,18:00,,"Fantastic wine and dine club with 2 locations.  Open to the Public.  Voted 'Best Wine Bar in 2013' in SF Bay Area poll.  Visit and see why over 4,000 folks (2,000 local to Sonoma County) belong to our little wine club.  Open Wednesday thru Monday"
Sonoma Wine Shop,,,,,,,,2295 Gravenstein Hwy S,Sebastopol,CA,95472,,707-827-1832,,,,,,http://www.sonomawineshop.com,,,No,11:00,21:00,,"Fantastic wine and dine club with 2 locations.  Open to the Public.  Voted 'Best Wine Bar in 2013' in SF Bay Area poll.  Visit and see why over 4,000 folks (2,000 local to Sonoma County) belong to our little wine club.  Open Thursday thru Monday"
Sonoma-Cutrer Vineyards,http://www.sonomacutrer.com/club-sign-up,https://www.facebook.com/sonomacutrervineyards/timeline,https://twitter.com/sonomacutrer,https://instagram.com/sonomacutrer/,https://www.pinterest.com/sonomacutrer/,http://www.sonomacutrer.com/sites/default/files/logo.png,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfp1/v/t1.0-9/11902228_10153525926052103_5083670823115949881_n.jpg?oh=27b3b4863a27788be3b48f40f38b7cd5&oe=56A185AF,4401 Slusser Road,Windsor,CA,95492,http://www.sonomacutrer.com/tours/schedule/48,707-237-3489 ,,Yes,Yes,,Yes,http://www.sonomacutrer.com,,15.00,Yes,10:00,16:00,,"Sonoma-Cutrer produces world-class Chardonnay and Pinot Noir that are distinct reflections of their Sonoma Coast terroir. Tasting Appointments Thursday thru Monday at  10am, 12pm, 3pm"
Sophie's Cellars,https://sophiescellars.com/store/sonoma-wine-club.html,https://www.facebook.com/sophiescellars,https://twitter.com/sophiescellars,,,https://sophiescellars.com/store/media/wine/sophies-cellars-newsite-logo.png,https://sophiescellars.com/store/media/graphics/sophies-cellars-wine-garden.jpg,25179 Highway 116,Duncans Mills,CA,95430,,707-865-1122,Yes,Yes,,Yes,Yes,http://www.sophiescellars.com,orders@sophiescellars.com,,No,11:00,17:00,,"Sophie's Cellars wine tasting room is located in Duncans Mills, California, on the borders of the Russian River Valley and Sonoma Coast wine appellations. Sophie's Cellars features limited production wines from all over Sonoma County, specializing in wines from the Russian River Valley, Alexander Valley, Dry Creek Valley, Rockpile, as well as a limited selection of imports in its wine tasting room. Enjoy a pairing of wines and foods at Sophie's Cellars tasting room. Open daily. "
Spann Vineyards,http://www.spannvineyards.com/Mo-Betta_Wine_Club.html,https://www.facebook.com/Spann-Vineyards-95004084317/timeline/,https://twitter.com/SpannVineyards,,,http://www.loducawines.com/files/cache/b4fab7a2e2e95d95e63fd8f233cf2b35_f204.png,http://s3-media1.fl.yelpcdn.com/bphoto/_ctXyqrmftaFv7mGeonyRg/ls.jpg,Contact Us Directly,Glen Ellen,CA,95442,,707-933-8343,,,,,Yes,http://www.spannvineyards.com,peterspann@spannvineyards.com,,Yes,,,,"Nestled among the majestic coastal redwoods of the Mayacamas Mountains, our steeply terraced mountainside vineyard yields small amounts of richly flavored Cabernet Sauvignon, Cabernet Franc, Merlot, Malbec and Sangiovese grapes.  From this and select cool-climate vineyards throughout Sonoma County we craft limited quantities of European-style blended wines, strongly influenced by Bordeaux, the Rhone Valley, and Tuscany. Tastings Thurs-Sun by appt only. "
Split Creek Farms,http://www.splitcreekfarms.com/Wine-Club,https://www.facebook.com/SPLITCREEKWINES/timeline,,,,http://www.tedwardwines.com/assets/ProductImages/full/T067205_f.jpg,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-10351387_764122836969991_6244747810254038146_n0.jpg?itok=b5Ds1Z5t,320 Center Street,Healdsburg,CA,95448,,707-431-4442,,,,,,http://www.splitcreekfarms.com,contact@splitcreekfarms.com,8.00,No,10:30,18:30,,"Located just off the plaza in Healdsburg, Split Creek Farms draws its inspiration from the early days of California wine country. It was a simple time, when farmers gathered at the local general store to unwind and discuss the news of the day. Open daily"
St. Anne's Crossing Winery,http://stannescrossing.com/wine-club.php,https://www.facebook.com/StAnnesCrossing/timeline,https://twitter.com/stannescrossing/,https://instagram.com/stannescrossing/,https://www.pinterest.com/stannescrossing/,http://stannescrossing.com/images/stannes-logo.jpg,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xtf1/v/t1.0-9/581490_347609821999301_538158059_n.jpg?oh=4cdc3151e557a30ceb474610b7adadf1&oe=56A1E02D,8450 Sonoma Highway,Kenwood,CA,95452,,707-598-5200,,Yes,Yes,Yes,Yes,http://stannescrossing.com,info@stannescrossing.com,,No,11:00,17:00,,St. Anne’s Crossing is the latest addition to the Wilson Artisan Wine Family. This terroir driven winery is perfectly situated in the heart of Sonoma Valley. Come enjoy our amazing wines in our beautiful Kenwood tasting room. The back patio is great for picnicking. Our estate also features a 3 bedroom 2 bath guest house with vineyard views. Open daily.
St. Francis Winery & Vineyards,http://www.stfranciswinery.com/wine-club/,https://www.facebook.com/stfranciswinery,https://twitter.com/stfranciswinery,https://instagram.com/stfranciswinery/,https://www.pinterest.com/stfranciswinery/,http://www.stfranciswinery.com/images/logo-stfrancis.png,http://cdn.sonomacounty.com/sites/default/master/files/styles/sliderkit_main_slide/public/zzdata-St-Francis-Winery-PCMA-Board-Dinner-site-July-2009-003.jpg?itok=iyak5HG6,100 Pythian Road,Santa Rosa,CA,95409,,888-675-9463,Yes,Yes,Yes,Yes,Yes,http://www.stfranciswinery.com,info@stfranciswinery.com,15.00,No,10:00,17:00,,"St. Francis is a Certified Sustainable, family-owned winery. Our stunning mission-style Visitor Center is in the heart of Sonoma Valley surrounded by estate vineyards. We offer vineyard/winery tours, special wine & food pairings, private estate dinners, and catered events. Open daily."
Stark Wine,http://starkwine.com/club,https://www.facebook.com/starkwine,https://twitter.com/Starkwine,,,https://grapegears.com/public/media/2014/12/1725.png,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xpf1/v/t1.0-9/1947331_10152170483356236_323914627_n.jpg?oh=cff928bb3b1ca780bfb2e47ee5fa531e&oe=5699B68A,441 Healdsburg Avenue,Healdsburg,CA,95448,,707-431-8023,Yes,,,,Yes,http://www.starkwine.com,info@starkwine.com,,No,12:00,18:00,,"Founded in 2003, Stark Wine Company produces small lots of Rhône varietal wines. Our grapes are sourced from organic and sustainable vineyards throughout the counties of Sonoma, Santa Barbara, and Mendocino, as well as the Sierra Foothills. Located in downtown Healdsburg, Stark Wine serves not only as a tasting room and working winery, but also as a showcase for art, music, and special events (both public and private).
 Open daily, except Tuesdays."
Starlite Vineyards,,https://www.facebook.com/starlitevineyards/info?tab=page_info,https://twitter.com/StarliteWinery,,,http://ww1.prweb.com/prfiles/2011/09/01/9249649/Starlite%20Vineyard%20Logo.JPG,http://www.leadersmag.com/issues/2012.2_apr/Lifestyle/LEADERS-Arman-Pahlavan-Starlite-Vineyards-web-images/LEADERS-Arman-Pahlavan-Starlite-Vineyards-007_opt.jpeg,5511 Highway 128,Geyserville,CA,95441,,707-431-9800,,,,,,http://www.starlitevineyards.com,,,No,11:00,17:00,,"We are a boutique winery and estate located in Sonoma County’s famed Alexander Valley with vineyards nestled on a hilltop close to the Russian River. With support from our winemakers, we have created a small collection of premium, hand-crafted wines. Open Thursday thru Sunday; by appointment other times during the week."
Station 1870,,,,,,,,123 4th Street,Santa Rosa,CA,95401,,707-623-9619,,,,,,http://www.station1870.com,,,No,10:00,22:30,,"Station 1870 is Railroad Square's newest, most vibrant wine bar. Deriving its name from the year that the first train pulled into the now historic Railroad Square, Station 1870 is an essential stop for all who enjoy wine. The atmosphere within is rich and inviting. Wrapped in warm, luxurious colors , Station 1870 is a great place to gather and to mingle. Whether it’s for a glass of wine after work, a date night, or an evening out with friends, ""The Station"" will make you feel welcome and at home. Live music every Thursday Friday and Saturday. No cover charge , Wine tasting, wines by the glass or bottle. All wines served are produced or imported by Fritz Winery . Tapas plates served daily for $5-15 per plate and $20 wine and cheese pairings are offered daily . Twitter- @Station1870 Twitter- @lostcanyonwines  Open Wednesday thru Sunday.  Wednesday hours are 4pm-10pm, Thursday hours are- 2pm-1030pm"
Stemmler Winery,http://www.robertstemmlerwinery.com/WineClub.html,https://www.facebook.com/stemmlerwines?fref=photo,https://twitter.com/StemmlerWines,,,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xfa1/v/t1.0-9/10392330_297690913740563_6802032506719667311_n.jpg?oh=6cbb20e80069cb1b4e62e4e66e42a140&oe=5663FE58,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xpt1/v/t1.0-9/10919025_403910663118587_6675486876773168358_n.jpg?oh=cd217fef486bdcc769583c260b12cb06&oe=5696DC37,Contact Us Directly,Sonoma,CA,95476,,707-939-2290,,,,,,http://www.robertstemmlerwinery.com,tastingroom@robertstemmlerwinery.com ,,Yes,,,,"Stemmler wines are made exclusively with estate-grown grapes from The Donum Estate in Lawler and the Winside Vineyard in the Russian River Valley of California's famed Sonoma County. Our deep, personal commitment to sustainable farming plays a vital role in the integrity and quality of every bottle we produce. The Stemmler vineyards are open by appointment only. "
